18S_rRNA	18S_rRNA.1	DOID:9643	Babesiosis	7.225	3.612	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=18S_rRNA&type2=-26&id2=DOID:9643
ENSP00000422581	TRIML2	DOID:1612	Breast cancer	2.030	1.015	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000422581&type2=-26&id2=DOID:1612
ENSP00000422591	SLIT2	DOID:1612	Breast cancer	4.352	2.176	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000422591&type2=-26&id2=DOID:1612
ENSP00000422607	ACSL1	DOID:1612	Breast cancer	3.785	1.893	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000422607&type2=-26&id2=DOID:1612
ENSP00000422626	LARP7	DOID:1612	Breast cancer	2.955	1.478	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000422626&type2=-26&id2=DOID:1612
ENSP00000422793	INPP4B	DOID:1612	Breast cancer	4.997	2.498	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000422793&type2=-26&id2=DOID:1612
ENSP00000422834	FRAS1	DOID:1612	Breast cancer	2.530	1.265	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000422834&type2=-26&id2=DOID:1612
ENSP00000422896	SEPTIN11	DOID:1612	Breast cancer	1.584	0.792	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000422896&type2=-26&id2=DOID:1612
ENSP00000422907	GTF2H2C	DOID:1612	Breast cancer	2.107	1.053	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000422907&type2=-26&id2=DOID:1612
ENSP00000422947	TRIM34	DOID:1612	Breast cancer	1.599	0.800	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000422947&type2=-26&id2=DOID:1612
ENSP00000423014	OCIAD2	DOID:1612	Breast cancer	1.658	0.829	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423014&type2=-26&id2=DOID:1612
ENSP00000423190	AADAT	DOID:1612	Breast cancer	1.913	0.957	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423190&type2=-26&id2=DOID:1612
ENSP00000423276	ZCCHC10	DOID:1612	Breast cancer	1.127	0.564	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423276&type2=-26&id2=DOID:1612
ENSP00000423313	GALNTL6	DOID:1612	Breast cancer	1.381	0.690	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423313&type2=-26&id2=DOID:1612
ENSP00000423333	USP51	DOID:1612	Breast cancer	2.987	1.494	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423333&type2=-26&id2=DOID:1612
ENSP00000423354	MEGF10	DOID:1612	Breast cancer	2.363	1.181	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423354&type2=-26&id2=DOID:1612
ENSP00000423390	USP26	DOID:1612	Breast cancer	2.860	1.430	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423390&type2=-26&id2=DOID:1612
ENSP00000423399	MRPL36	DOID:1612	Breast cancer	1.310	0.655	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423399&type2=-26&id2=DOID:1612
ENSP00000423463	LY75-CD302	DOID:1612	Breast cancer	3.797	1.898	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423463&type2=-26&id2=DOID:1612
ENSP00000423541	SV2C	DOID:1612	Breast cancer	1.521	0.761	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423541&type2=-26&id2=DOID:1612
ENSP00000423563	MACROH2A1	DOID:1612	Breast cancer	3.575	1.788	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423563&type2=-26&id2=DOID:1612
ENSP00000423602	DAPP1	DOID:1612	Breast cancer	1.942	0.971	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423602&type2=-26&id2=DOID:1612
ENSP00000423630	FBXL7	DOID:1612	Breast cancer	2.615	1.307	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423630&type2=-26&id2=DOID:1612
ENSP00000423660	SH3TC2	DOID:1612	Breast cancer	1.363	0.682	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423660&type2=-26&id2=DOID:1612
ENSP00000423665	CDK18	DOID:1612	Breast cancer	2.993	1.497	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423665&type2=-26&id2=DOID:1612
ENSP00000423673	NDUFA13	DOID:1612	Breast cancer	3.168	1.584	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423673&type2=-26&id2=DOID:1612
ENSP00000423674	GNPDA1	DOID:1612	Breast cancer	2.083	1.042	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423674&type2=-26&id2=DOID:1612
ENSP00000423822	GPX8	DOID:1612	Breast cancer	4.858	2.429	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423822&type2=-26&id2=DOID:1612
ENSP00000423861	HOXC9	DOID:1612	Breast cancer	3.160	1.580	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423861&type2=-26&id2=DOID:1612
ENSP00000423881	PACRGL	DOID:1612	Breast cancer	1.419	0.709	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423881&type2=-26&id2=DOID:1612
ENSP00000423897	KLHL5	DOID:1612	Breast cancer	1.301	0.651	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423897&type2=-26&id2=DOID:1612
ENSP00000423917	NPY5R	DOID:1612	Breast cancer	1.853	0.926	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000423917&type2=-26&id2=DOID:1612
ENSP00000424007	SHLD3	DOID:1612	Breast cancer	2.154	1.077	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424007&type2=-26&id2=DOID:1612
ENSP00000424123	ELOVL7	DOID:1612	Breast cancer	2.102	1.051	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424123&type2=-26&id2=DOID:1612
ENSP00000424126	MCTP1	DOID:1612	Breast cancer	1.616	0.808	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424126&type2=-26&id2=DOID:1612
ENSP00000424183	LAMTOR3	DOID:1612	Breast cancer	2.201	1.100	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424183&type2=-26&id2=DOID:1612
ENSP00000424191	SMUG1	DOID:1612	Breast cancer	3.420	1.710	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424191&type2=-26&id2=DOID:1612
ENSP00000424198	KLHL2	DOID:1612	Breast cancer	1.720	0.860	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424198&type2=-26&id2=DOID:1612
ENSP00000424226	TENM3	DOID:1612	Breast cancer	3.119	1.560	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424226&type2=-26&id2=DOID:1612
ENSP00000424261	PTTG2	DOID:1612	Breast cancer	3.910	1.955	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424261&type2=-26&id2=DOID:1612
ENSP00000424328	MRPS30	DOID:1612	Breast cancer	4.003	2.002	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424328&type2=-26&id2=DOID:1612
ENSP00000424417	PLRG1	DOID:1612	Breast cancer	2.266	1.133	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424417&type2=-26&id2=DOID:1612
ENSP00000424495	ZNF346	DOID:1612	Breast cancer	1.990	0.995	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424495&type2=-26&id2=DOID:1612
ENSP00000424497	SH3RF2	DOID:1612	Breast cancer	1.642	0.821	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424497&type2=-26&id2=DOID:1612
ENSP00000424501	HTN1	DOID:1612	Breast cancer	2.174	1.087	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424501&type2=-26&id2=DOID:1612
ENSP00000424544	TUSC3	DOID:1612	Breast cancer	3.396	1.698	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424544&type2=-26&id2=DOID:1612
ENSP00000424565	CDHR2	DOID:1612	Breast cancer	1.916	0.958	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424565&type2=-26&id2=DOID:1612
ENSP00000424566	SLC35A4	DOID:1612	Breast cancer	1.529	0.764	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424566&type2=-26&id2=DOID:1612
ENSP00000424571	FBN2	DOID:1612	Breast cancer	2.640	1.320	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424571&type2=-26&id2=DOID:1612
ENSP00000424595	PRPS1L1	DOID:1612	Breast cancer	2.545	1.273	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424595&type2=-26&id2=DOID:1612
ENSP00000424598	DEFB4B	DOID:1612	Breast cancer	1.991	0.995	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424598&type2=-26&id2=DOID:1612
ENSP00000424607	TAAR9	DOID:1612	Breast cancer	2.811	1.405	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424607&type2=-26&id2=DOID:1612
ENSP00000424630	ADH4	DOID:1612	Breast cancer	2.503	1.252	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424630&type2=-26&id2=DOID:1612
ENSP00000424655	COPS4	DOID:1612	Breast cancer	2.067	1.033	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424655&type2=-26&id2=DOID:1612
ENSP00000424707	TMEM167A	DOID:1612	Breast cancer	1.149	0.575	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424707&type2=-26&id2=DOID:1612
ENSP00000424757	NEK1	DOID:1612	Breast cancer	2.859	1.430	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424757&type2=-26&id2=DOID:1612
ENSP00000424765	AMOTL2	DOID:1612	Breast cancer	3.531	1.765	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424765&type2=-26&id2=DOID:1612
ENSP00000424768	MSANTD3-TMEFF1	DOID:1612	Breast cancer	2.173	1.087	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424768&type2=-26&id2=DOID:1612
ENSP00000424827	NEDD4	DOID:1612	Breast cancer	4.524	2.262	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424827&type2=-26&id2=DOID:1612
ENSP00000424838	DDX4	DOID:1612	Breast cancer	2.538	1.269	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424838&type2=-26&id2=DOID:1612
ENSP00000424846	SH3BP2	DOID:1612	Breast cancer	2.094	1.047	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424846&type2=-26&id2=DOID:1612
ENSP00000424870	SRP19	DOID:1612	Breast cancer	1.510	0.755	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424870&type2=-26&id2=DOID:1612
ENSP00000424896	CNOT6L	DOID:1612	Breast cancer	2.653	1.326	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000424896&type2=-26&id2=DOID:1612
ENSP00000425031	HNRNPAB	DOID:1612	Breast cancer	3.062	1.531	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425031&type2=-26&id2=DOID:1612
ENSP00000425040	CCSER1	DOID:1612	Breast cancer	1.429	0.715	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425040&type2=-26&id2=DOID:1612
ENSP00000425107	ATG12	DOID:1612	Breast cancer	4.717	2.358	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425107&type2=-26&id2=DOID:1612
ENSP00000425130	UVSSA	DOID:1612	Breast cancer	1.736	0.868	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425130&type2=-26&id2=DOID:1612
ENSP00000425133	SMG7	DOID:1612	Breast cancer	2.024	1.012	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425133&type2=-26&id2=DOID:1612
ENSP00000425394	ABLIM3	DOID:1612	Breast cancer	1.502	0.751	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425394&type2=-26&id2=DOID:1612
ENSP00000425493	CAGE1	DOID:1612	Breast cancer	3.923	1.961	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425493&type2=-26&id2=DOID:1612
ENSP00000425497	UGT2A1	DOID:1612	Breast cancer	1.857	0.928	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425497&type2=-26&id2=DOID:1612
ENSP00000425556	PALLD	DOID:1612	Breast cancer	3.740	1.870	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425556&type2=-26&id2=DOID:1612
ENSP00000425561	EIF4E	DOID:1612	Breast cancer	5.340	2.670	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425561&type2=-26&id2=DOID:1612
ENSP00000425587	EXOC3	DOID:1612	Breast cancer	2.133	1.066	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425587&type2=-26&id2=DOID:1612
ENSP00000425631	LIMCH1	DOID:1612	Breast cancer	2.742	1.371	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425631&type2=-26&id2=DOID:1612
ENSP00000425634	HARS1	DOID:1612	Breast cancer	1.776	0.888	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425634&type2=-26&id2=DOID:1612
ENSP00000425759	COX7C	DOID:1612	Breast cancer	2.314	1.157	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425759&type2=-26&id2=DOID:1612
ENSP00000425809	PGM3	DOID:1612	Breast cancer	2.353	1.176	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425809&type2=-26&id2=DOID:1612
ENSP00000425824	CAMK2D	DOID:1612	Breast cancer	2.320	1.160	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425824&type2=-26&id2=DOID:1612
ENSP00000425840	RNF150	DOID:1612	Breast cancer	2.084	1.042	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425840&type2=-26&id2=DOID:1612
ENSP00000425915	SELENOP	DOID:1612	Breast cancer	3.464	1.732	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425915&type2=-26&id2=DOID:1612
ENSP00000425961	SPINK2	DOID:1612	Breast cancer	1.519	0.760	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425961&type2=-26&id2=DOID:1612
ENSP00000425979	DROSHA	DOID:1612	Breast cancer	5.307	2.653	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000425979&type2=-26&id2=DOID:1612
ENSP00000426033	HELT	DOID:1612	Breast cancer	1.620	0.810	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426033&type2=-26&id2=DOID:1612
ENSP00000426070	TRPC7	DOID:1612	Breast cancer	1.062	0.531	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426070&type2=-26&id2=DOID:1612
ENSP00000426083	ADH1C	DOID:1612	Breast cancer	3.355	1.678	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426083&type2=-26&id2=DOID:1612
ENSP00000426103	MIB2	DOID:1612	Breast cancer	2.573	1.287	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426103&type2=-26&id2=DOID:1612
ENSP00000426119	CRIP2	DOID:1612	Breast cancer	2.516	1.258	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426119&type2=-26&id2=DOID:1612
ENSP00000426167	OSTC	DOID:1612	Breast cancer	1.355	0.677	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426167&type2=-26&id2=DOID:1612
ENSP00000426191	RAD17	DOID:1612	Breast cancer	4.033	2.017	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426191&type2=-26&id2=DOID:1612
ENSP00000426237	SERINC5	DOID:1612	Breast cancer	1.571	0.785	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426237&type2=-26&id2=DOID:1612
ENSP00000426255	SNX25	DOID:1612	Breast cancer	1.381	0.691	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426255&type2=-26&id2=DOID:1612
ENSP00000426271	ROPN1B	DOID:1612	Breast cancer	1.848	0.924	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426271&type2=-26&id2=DOID:1612
ENSP00000426290	MLIP	DOID:1612	Breast cancer	1.673	0.837	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426290&type2=-26&id2=DOID:1612
ENSP00000426296	PCP4L1	DOID:1612	Breast cancer	1.005	0.503	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426296&type2=-26&id2=DOID:1612
ENSP00000426354	TMEM161B	DOID:1612	Breast cancer	1.046	0.523	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426354&type2=-26&id2=DOID:1612
ENSP00000426359	MCIDAS	DOID:1612	Breast cancer	1.217	0.608	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426359&type2=-26&id2=DOID:1612
ENSP00000426387	ZBTB38	DOID:1612	Breast cancer	2.780	1.390	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426387&type2=-26&id2=DOID:1612
ENSP00000426421	ASTE1	DOID:1612	Breast cancer	1.893	0.947	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426421&type2=-26&id2=DOID:1612
ENSP00000426455	RNASET2	DOID:1612	Breast cancer	2.213	1.107	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426455&type2=-26&id2=DOID:1612
ENSP00000426503	RNF4	DOID:1612	Breast cancer	3.679	1.839	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426503&type2=-26&id2=DOID:1612
ENSP00000426504	ZNF131	DOID:1612	Breast cancer	2.182	1.091	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426504&type2=-26&id2=DOID:1612
ENSP00000426548	KCTD16	DOID:1612	Breast cancer	1.011	0.506	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426548&type2=-26&id2=DOID:1612
ENSP00000426613	TNIP3	DOID:1612	Breast cancer	1.889	0.944	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426613&type2=-26&id2=DOID:1612
ENSP00000426632	ERBIN	DOID:1612	Breast cancer	3.481	1.741	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426632&type2=-26&id2=DOID:1612
ENSP00000426638	ETFDH	DOID:1612	Breast cancer	1.607	0.804	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426638&type2=-26&id2=DOID:1612
ENSP00000426653	WNT8A	DOID:1612	Breast cancer	2.756	1.378	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426653&type2=-26&id2=DOID:1612
ENSP00000426654	ANAPC4	DOID:1612	Breast cancer	2.357	1.178	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426654&type2=-26&id2=DOID:1612
ENSP00000426786	GUCY1B1	DOID:1612	Breast cancer	1.503	0.752	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426786&type2=-26&id2=DOID:1612
ENSP00000426809	PROM1	DOID:1612	Breast cancer	6.288	3.144	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426809&type2=-26&id2=DOID:1612
ENSP00000426848	ZFYVE16	DOID:1612	Breast cancer	1.967	0.983	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426848&type2=-26&id2=DOID:1612
ENSP00000426909	RACK1	DOID:1612	Breast cancer	4.410	2.205	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426909&type2=-26&id2=DOID:1612
ENSP00000426932	AHRR-2	DOID:1612	Breast cancer	2.442	1.221	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426932&type2=-26&id2=DOID:1612
ENSP00000426941	MRPS27	DOID:1612	Breast cancer	1.615	0.807	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426941&type2=-26&id2=DOID:1612
ENSP00000426983	CLOCK	DOID:1612	Breast cancer	4.165	2.083	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000426983&type2=-26&id2=DOID:1612
ENSP00000427018	RIMS2	DOID:1612	Breast cancer	2.369	1.184	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000427018&type2=-26&id2=DOID:1612
ENSP00000427108	CDKN2AIP	DOID:1612	Breast cancer	2.240	1.120	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000427108&type2=-26&id2=DOID:1612
ENSP00000427123	RAI14	DOID:1612	Breast cancer	2.586	1.293	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000427123&type2=-26&id2=DOID:1612
ENSP00000427130	ANKRD13D	DOID:1612	Breast cancer	1.106	0.553	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000427130&type2=-26&id2=DOID:1612
ENSP00000427177	DLEU7	DOID:1612	Breast cancer	1.245	0.622	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000427177&type2=-26&id2=DOID:1612
ENSP00000427211	APBB2	DOID:1612	Breast cancer	1.478	0.739	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000427211&type2=-26&id2=DOID:1612
ENSP00000427223	MARCHF1	DOID:1612	Breast cancer	2.485	1.242	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000427223&type2=-26&id2=DOID:1612
ENSP00000427279	CXCL2	DOID:1612	Breast cancer	4.934	2.467	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000427279&type2=-26&id2=DOID:1612
ENSP00000427329	FOXR2	DOID:1612	Breast cancer	2.786	1.393	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000427329&type2=-26&id2=DOID:1612
ENSP00000427336	DIO3	DOID:1612	Breast cancer	3.179	1.590	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000427336&type2=-26&id2=DOID:1612
ENSP00000427342	CT45A5	DOID:1612	Breast cancer	1.977	0.988	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000427342&type2=-26&id2=DOID:1612
ENSP00000427401	SREK1IP1	DOID:1612	Breast cancer	1.269	0.635	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000427401&type2=-26&id2=DOID:1612
ENSP00000427407	SMIM20	DOID:1612	Breast cancer	2.961	1.480	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000427407&type2=-26&id2=DOID:1612
